CustomerID,AveMonthSpend,BikeBuyer,Title,FirstName,MiddleName,LastName,Suffix,AddressLine1,AddressLine2,City,StateProvinceName,CountryRegionName,PostalCode,PhoneNumber,BirthDate,Education,Occupation,Gender,MaritalStatus,HomeOwnerFlag,NumberCarsOwned,NumberChildrenAtHome,TotalChildren,YearlyIncome
11054,43,0,,Deanna,,Munoz,,5825 B Way,,Geelong,Victoria,Australia,3220,1 (11) 500 555-0192,3/10/1952,Partial College,Skilled Manual,F,M,1,2,0,2,50018
11055,75,0,,Gilbert,,Raje,,8811 The Trees Dr.,,East Brisbane,Queensland,Australia,4169,1 (11) 500 555-0129,3/5/1952,Partial College,Skilled Manual,M,M,1,2,0,2,53459
11056,46,0,,Michele,L,Nath,,5464 Janin Pl.,,Newcastle,New South Wales,Australia,2300,1 (11) 500 555-0178,4/3/1953,Partial College,Skilled Manual,F,M,1,2,0,3,38588
11057,82,0,,Carl,J,Andersen,,6930 Lake Nadine Place,,Lane Cove,New South Wales,Australia,1597,1 (11) 500 555-0181,10/12/1953,Graduate Degree,Management,M,M,1,2,0,2,119540
11058,87,0,,Marc,,Diaz,,6645 Sinaloa,,Findon,South Australia,Australia,5023,1 (11) 500 555-0149,4/27/1954,Partial College,Skilled Manual,M,M,1,2,0,2,119982
11059,45,0,,Ashlee,J,Andersen,,8255 Highland Road,,Townsville,Queensland,Australia,4810,1 (11) 500 555-0112,4/1/1954,Partial College,Skilled Manual,F,S,1,2,0,2,86953
11060,87,0,,Jon,L,Zhou,,6574 Hemlock Ave.,,Warrnambool,Victoria,Australia,3280,1 (11) 500 555-0174,3/17/1954,Partial College,Skilled Manual,M,M,1,2,0,2,116368
11061,84,1,,Todd,M,Gao,,8808 Geneva Ave,,Gold Coast,Queensland,Australia,4217,1 (11) 500 555-0191,2/27/1954,Partial College,Skilled Manual,M,M,1,2,0,2,110712
11062,71,0,,Noah,D,Powell,,9794 Marion Ct,,Portland,Oregon,United States,97205,767-555-0113,9/2/1975,High School,Skilled Manual,M,M,1,2,0,0,52145
11063,40,0,,Angela,,Murphy,,4927 Virgil Street,# 21,Redmond,Washington,United States,98052,451-555-0162,4/7/1975,High School,Skilled Manual,F,S,1,2,0,0,49609
11064,76,0,,Chase,,Reed,,2721 Alexander Pl.,,Downey,California,United States,90241,892-555-0184,12/7/1975,High School,Skilled Manual,M,M,1,2,0,0,58306
11065,48,1,,Jessica,,Henderson,,9343 Ironwood Way,,La Jolla,California,United States,92806,278-555-0186,10/9/1973,Partial College,Skilled Manual,F,M,0,2,0,0,73388
11066,50,0,,Grace,T,Butler,,4739 Garden Ave.,,Lebanon,Oregon,United States,97355,712-555-0141,11/27/1973,Partial College,Professional,F,M,1,2,0,0,61686
11067,70,1,,Caleb,F,Carter,,9563 Pennsylvania Blvd.,,Port Orchard,Washington,United States,98366,944-555-0167,9/25/1976,Partial College,Professional,M,S,1,2,0,0,96049
11070,87,0,,Willie,T,Raji,,6260 Vernal Drive,,Sunbury,Victoria,Australia,3429,1 (11) 500 555-0151,4/5/1955,High School,Skilled Manual,M,M,1,2,0,2,109883
11071,51,0,,Linda,,Serrano,,9808 Shaw Rd.,,Hawthorne,Queensland,Australia,4171,1 (11) 500 555-0130,6/26/1955,High School,Skilled Manual,F,S,1,2,0,2,106718
11072,52,0,,Casey,,Luo,,9513 Roslyn Drive,,St. Leonards,New South Wales,Australia,2065,1 (11) 500 555-0125,2/6/1955,High School,Skilled Manual,F,S,0,2,0,2,97646
11073,51,0,,Amy,,Ye,,2262 Kirkwood Ct.,,Springwood,New South Wales,Australia,2777,1 (11) 500 555-0185,8/14/1956,High School,Skilled Manual,F,S,1,2,0,2,58916
11074,74,0,,Levi,A,Arun,,4661 Bluetail,,Cloverdale,South Australia,Australia,6105,1 (11) 500 555-0127,8/28/1956,High School,Skilled Manual,M,S,1,2,0,2,93934
11075,51,0,,Felicia,L,Jimenez,,786 Eastgate Ave,,Bendigo,Victoria,Australia,3550,1 (11) 500 555-0165,11/16/1957,High School,Professional,F,S,1,2,0,2,99137
11076,73,0,,Blake,,Anderson,,5436 Clear,# 101,Wollongong,New South Wales,Australia,2500,1 (11) 500 555-0113,7/13/1957,High School,Professional,M,S,1,2,0,2,112044
11077,55,0,,Leah,,Ye,,1291 Arguello Blvd.,,Melton,Victoria,Australia,3337,1 (11) 500 555-0154,9/19/1957,High School,Professional,F,S,0,2,0,2,108728
11078,48,1,,Gina,E,Martin,,1349 Sol St.,,Cliffside,British Columbia,Canada,V8Y 1L1,196-555-0114,1/10/1974,High School,Professional,F,S,0,2,0,0,49084
11079,87,0,,Donald,,Gonzalez,,4236 Malibu Place,,Geelong,Victoria,Australia,3220,1 (11) 500 555-0137,3/11/1959,Graduate Degree,Management,M,S,1,2,0,0,172444
11080,92,1,,Damien,,Chander,,9941 Stonehedge Dr.,,Perth,South Australia,Australia,6006,1 (11) 500 555-0111,7/17/1959,Graduate Degree,Management,M,M,1,2,0,0,181590
11081,76,0,,Savannah,C,Baker,,1210 Trafalgar Circle,,Concord,California,United States,94519,478-555-0117,7/24/1966,Bachelors,Management,F,M,1,3,2,2,148109
11082,62,1,,Angela,L,Butler,,6040 Listing Ct,,Fremont,California,United States,94536,579-555-0195,8/4/1966,Graduate Degree,Management,F,S,0,3,1,1,149717
11083,68,1,,Alyssa,F,Cox,,867 La Orinda Place,,Lincoln Acres,California,United States,91950,561-555-0140,3/15/1966,Graduate Degree,Management,F,M,1,3,1,1,163913
11085,47,0,,Emily,,Johnson,,7926 Stephanie Way,,Newport Beach,California,United States,92625,850-555-0184,7/19/1957,High School,Professional,F,S,0,2,0,2,66900
11086,98,0,,Ryan,,Brown,,2939 Wesley Ct.,,Santa Monica,California,United States,90401,539-555-0198,12/23/1957,Partial College,Professional,M,M,1,0,1,2,97834
11088,104,0,,Hunter,,Davis,,4308 Sand Pointe Lane,,San Diego,California,United States,92102,612-555-0141,11/25/1957,Bachelors,Management,M,M,1,0,1,2,129910
11089,57,1,,Abigail,M,Price,,2685 Blackburn Ct,,Long Beach,California,United States,90802,532-555-0117,2/5/1957,Bachelors,Management,F,S,1,1,1,2,91729
11090,76,0,,Trevor,,Bryant,,5781 Sharon Dr.,,Los Angeles,California,United States,90012,853-555-0174,12/17/1957,Partial College,Professional,M,S,1,1,0,2,113883
11091,82,0,,Dalton,,Perez,,6083 San Jose,,Haney,British Columbia,Canada,V2W 1W2,559-555-0115,4/4/1957,Partial College,Professional,M,M,1,1,0,2,112820
11093,58,0,,Aimee,A,He,,1833 Olympic Drive,,Wollongong,New South Wales,Australia,2500,1 (11) 500 555-0161,9/10/1967,Graduate Degree,Management,F,M,1,0,0,0,106839
11094,78,1,,Cedric,W,Ma,,3407 Oak Brook Place,,Cranbourne,Victoria,Australia,3977,1 (11) 500 555-0115,4/1/1962,Partial College,Skilled Manual,M,S,0,1,0,1,88887
11095,77,0,,Chad,,Kumar,,1681 Lighthouse Way,,Port Macquarie,New South Wales,Australia,2444,1 (11) 500 555-0151,9/1/1962,Partial College,Skilled Manual,M,S,1,1,0,1,108740
11096,87,1,,Andrés,,Anand,,5423 Los Gatos Ct.,,North Sydney,New South Wales,Australia,2055,1 (11) 500 555-0184,8/10/1962,Bachelors,Professional,M,M,1,1,0,1,106971
11097,80,0,,Edwin,R,Nara,,719 William Way,,Warrnambool,Victoria,Australia,3280,1 (11) 500 555-0112,10/27/1961,Partial College,Skilled Manual,M,M,1,1,0,1,98519
11098,54,0,,Mallory,S,Rubio,,6452 Harris Circle,,Rhodes,New South Wales,Australia,2138,1 (11) 500 555-0157,5/1/1961,Partial College,Skilled Manual,F,S,0,1,0,1,82707
11099,83,1,,Adam,,Ross,,4378 Westminster Place,,Port Macquarie,New South Wales,Australia,2444,1 (11) 500 555-0186,3/8/1961,Bachelors,Professional,M,M,1,1,0,1,103866
11100,46,0,,Latasha,L,Navarro,,6954 Ranch Road,,Cloverdale,South Australia,Australia,6105,1 (11) 500 555-0123,9/15/1960,Partial College,Skilled Manual,F,S,1,1,0,1,66520
11101,47,1,,Abby,L,Sai,,7074 N. Spoonwood Court,,Cranbourne,Victoria,Australia,3977,1 (11) 500 555-0174,5/8/1965,Bachelors,Professional,F,S,0,1,0,0,75270
11102,89,1,,Julia,L,Nelson,,2196 Coat Ct.,,Sydney,New South Wales,Australia,1002,1 (11) 500 555-0124,4/21/1965,Bachelors,Professional,F,S,1,4,5,5,95167
11103,49,0,,Cassie,,Chande,,9448 San Marino Ct.,,Darlinghurst,New South Wales,Australia,2010,1 (11) 500 555-0166,10/17/1964,Bachelors,Professional,F,S,1,1,0,0,85087
11104,85,0,,Edgar,A,Sara,,6127 Lilly Lane,,Gold Coast,Queensland,Australia,4217,1 (11) 500 555-0125,3/11/1964,Bachelors,Professional,M,M,0,1,0,0,102445
11105,52,0,,Candace,,Fernandez,,5029 Blue Ridge,,Matraville,New South Wales,Australia,2036,1 (11) 500 555-0162,12/28/1964,Bachelors,Professional,F,S,0,1,0,0,88445
11106,74,1,,Jessie,,Liu,,3063 Blue Jay Drive,,Warrnambool,Victoria,Australia,3280,1 (11) 500 555-0163,9/11/1964,Bachelors,Professional,M,S,0,1,0,0,97782
11107,54,1,,Bianca,,Lin,,7530 Eola,,St. Leonards,New South Wales,Australia,2065,1 (11) 500 555-0121,9/9/1959,Bachelors,Professional,F,M,1,1,0,1,117317
11109,79,1,,Ruben,D,Kapoor,,1984 Glendale Circle,,South Melbourne,Victoria,Australia,3205,1 (11) 500 555-0132,11/5/1963,Bachelors,Professional,M,S,0,2,0,0,106891
11110,74,1,,Curtis,,Yang,,4052 Mt. Wilson Way,,Darlinghurst,New South Wales,Australia,2010,1 (11) 500 555-0127,6/6/1962,Partial College,Skilled Manual,M,M,1,1,0,1,77012
11111,56,1,,Meredith,T,Gutierrez,,7610 Northridge Ct.,,Geelong,Victoria,Australia,3220,1 (11) 500 555-0179,2/23/1962,Partial College,Skilled Manual,F,M,1,1,0,1,62702
11112,51,0,,Crystal,C,Wang,,2773 Kirkwood Dr,,Hervey Bay,Queensland,Australia,4655,1 (11) 500 555-0134,9/9/1962,Partial College,Skilled Manual,F,M,1,1,0,1,73151
11113,142,1,,Micheal,A,Blanco,,596 Marfargoa Drive,,Perth,South Australia,Australia,6006,1 (11) 500 555-0131,2/21/1962,Bachelors,Professional,M,M,1,2,4,5,104220
16475,61,0,,Kurt,L,Anand,,Heiderweg 4983,,Essen,Hamburg,Germany,45001,1 (11) 500 555-0115,12/13/1973,Partial High School,Manual,M,S,0,2,0,0,18709
11115,141,1,,Alvin,D,Cai,,7759 Azalea Avenue,,St. Leonards,New South Wales,Australia,2065,1 (11) 500 555-0191,2/12/1962,Partial College,Skilled Manual,M,M,1,2,4,5,93330
11116,140,1,,Clinton,E,Carlson,,7943 Cunha Ct.,,Sydney,New South Wales,Australia,1002,1 (11) 500 555-0184,10/7/1962,Partial College,Skilled Manual,M,M,1,2,4,5,86770
11117,84,1,,April,,Deng,,485 Ash Lane,,Matraville,New South Wales,Australia,2036,1 (11) 500 555-0182,2/21/1961,Partial College,Skilled Manual,F,M,1,3,4,5,73276
11119,58,0,,Evan,V,James,,4157 Sierra Ridge,,Port Macquarie,New South Wales,Australia,2444,1 (11) 500 555-0187,4/10/1935,Partial College,Clerical,M,S,0,2,0,2,51078
11120,37,0,,Beth,H,Jiménez,,7401 Las Palmas,,Sydney,New South Wales,Australia,1002,1 (11) 500 555-0164,8/9/1936,Bachelors,Management,F,S,1,1,0,2,52280
11122,143,0,,Byron,,Vazquez,,3187 Hackamore Lane,,North Sydney,New South Wales,Australia,2055,1 (11) 500 555-0136,4/2/1960,Partial College,Skilled Manual,M,M,1,3,4,5,88615
11123,140,1,,Philip,A,Alvarez,,2775 Mt. Olivet Pl.,,Sunbury,Victoria,Australia,3429,1 (11) 500 555-0191,6/20/1960,Partial College,Skilled Manual,M,M,1,3,4,5,102114
11124,80,1,,Ross,F,Jordan,,6973 Dublin Court,,Warrnambool,Victoria,Australia,3280,1 (11) 500 555-0126,7/27/1957,Partial College,Skilled Manual,M,S,1,1,0,1,106875
11125,46,0,,Dana,J,Navarro,,8481 Zartop Street,,Seaford,Victoria,Australia,3198,1 (11) 500 555-0172,4/8/1956,Partial College,Skilled Manual,F,S,1,1,0,1,65730
11126,75,0,,Shaun,,Carson,,57 Wolf Way,,North Ryde,New South Wales,Australia,2113,1 (11) 500 555-0155,4/7/1949,High School,Skilled Manual,M,M,0,2,1,2,32857
11127,46,0,,Jan,,Edwards,,9409 The Alameda,,San Gabriel,California,United States,91776,111-555-0118,10/21/1975,High School,Skilled Manual,F,M,1,1,0,0,46078
11129,37,0,,Julia,M,Wright,,7397 Central Blvd.,,Sedro Woolley,Washington,United States,98284,456-555-0174,8/5/1975,High School,Skilled Manual,F,S,1,1,0,0,32122
11130,48,0,,Caroline,L,Russell,,3884 Bates Court,,Lebanon,Oregon,United States,97355,424-555-0137,1/6/1980,High School,Skilled Manual,F,M,1,2,0,0,34879
11131,44,0,,Amanda,,Rivera,,9573 Royal Oak Rd.,,Haney,British Columbia,Canada,V2W 1W2,918-555-0126,3/12/1980,High School,Skilled Manual,F,M,0,2,0,0,39266
11132,40,0,,Melissa,E,Richardson,,6832 Fruitwood Dr,,Langford,British Columbia,Canada,V9,928-555-0118,10/26/1980,High School,Skilled Manual,F,S,0,2,0,0,44139
11133,34,0,,Angela,,Griffin,,3828 Baltic Sea Ct,,Lake Oswego,Oregon,United States,97034,598-555-0174,9/8/1980,Partial High School,Clerical,F,S,0,2,0,0,37010
11134,64,1,,Larry,D,Townsend,,7034 Carson,,Perth,South Australia,Australia,6006,1 (11) 500 555-0130,2/26/1946,High School,Skilled Manual,M,S,1,2,0,5,26209
11135,63,0,,Marcus,L,Harris,,9068 Quiet Place Drive,,Burlingame,California,United States,94010,442-555-0119,11/3/1979,Partial High School,Clerical,M,S,0,2,0,0,64613
11136,46,0,,Brianna,D,Morgan,,9005 Eagle Ct.,,Metchosin,British Columbia,Canada,V9,954-555-0117,10/26/1978,High School,Skilled Manual,F,S,0,2,0,0,38527
11137,47,0,,Jasmine,A,Taylor,,2457 Matterhorn Court,,Spokane,Washington,United States,99202,557-555-0146,7/20/1978,High School,Skilled Manual,F,M,1,2,0,0,42811
11138,45,0,,Lauren,,Davis,,8105 Pembrook Court,,Glendale,California,United States,91203,832-555-0121,9/15/1978,High School,Skilled Manual,F,M,0,2,0,0,48772
11139,39,0,,Tanya,,Moreno,,6155 Wilbur Drive,,Cloverdale,South Australia,Australia,6105,1 (11) 500 555-0185,11/9/1938,Partial College,Clerical,F,S,0,2,0,2,27610
11140,69,0,,Javier,L,Alvarez,,8935 Etcheverry Dr.,,Burbank,California,United States,91502,763-555-0134,2/11/1977,Partial High School,Clerical,M,S,0,2,0,0,64633
11141,43,0,,Nicole,,Ramirez,,1101 C Street,,Daly City,California,United States,94015,152-555-0162,6/21/1977,High School,Skilled Manual,F,M,0,2,0,0,32916
11142,73,1,,Eduardo,,Patterson,,6255 Macalvey Dr.,,Langford,British Columbia,Canada,V9,190-555-0184,8/14/1977,High School,Skilled Manual,M,S,0,2,0,0,63488
11143,70,0,,Jonathan,M,Henderson,,165 East Lane Road,,Lakewood,California,United States,90712,149-555-0113,2/4/1977,High School,Skilled Manual,M,M,1,2,0,0,43666
11144,64,0,,Edward,,Hernandez,,7607 Pine Hollow Road,,Ballard,Washington,United States,98107,178-555-0196,9/9/1979,High School,Skilled Manual,M,S,0,2,0,0,54938
11145,37,0,,Jasmine,L,Coleman,,1961 Oak Grove Road,,Beaverton,Oregon,United States,97005,857-555-0115,12/8/1979,High School,Skilled Manual,F,S,0,2,0,0,29691
11146,47,0,,Karla,L,Goel,,3272 Corrie Lane,,Matraville,New South Wales,Australia,2036,1 (11) 500 555-0137,8/26/1939,Bachelors,Management,F,S,1,2,0,2,66934
11147,78,0,,Ernest,L,Wu,,1832 RiverRock Dr,,Warrnambool,Victoria,Australia,3280,1 (11) 500 555-0139,2/5/1939,Graduate Degree,Management,M,M,1,1,0,2,124211
11148,67,0,,Ross,,Vazquez,,1201 Paso Del Rio Way,,East Brisbane,Queensland,Australia,4169,1 (11) 500 555-0163,8/16/1941,Bachelors,Management,M,M,1,2,0,2,63251
11149,71,0,,Theodore,,Gill,,9120 Pinewood Court,,Hervey Bay,Queensland,Australia,4655,1 (11) 500 555-0194,4/20/1941,Bachelors,Management,M,M,1,2,0,2,82448
11150,69,0,,Russell,M,Shen,,4755 Easley Drive,,Sunbury,Victoria,Australia,3429,1 (11) 500 555-0191,3/15/1941,Bachelors,Management,M,S,1,2,0,2,77855
11151,46,0,,Melinda,G,Gill,,805 Rainier Dr.,,Sydney,New South Wales,Australia,1002,1 (11) 500 555-0117,2/25/1942,Graduate Degree,Management,F,S,0,1,0,2,94385
11152,72,1,,James,J,Williams,,6827 Seagull Court,,Puyallup,Washington,United States,98371,355-555-0153,1/10/1976,High School,Skilled Manual,M,S,1,2,0,0,62553
11153,42,0,,Angela,R,James,,8877 Weatherly Drive,,Renton,Washington,United States,98055,847-555-0111,6/23/1976,High School,Skilled Manual,F,M,1,2,0,0,37229
11154,38,0,,Megan,G,Walker,,6898 Holiday Hills,,Woodburn,Oregon,United States,97071,918-555-0186,8/21/1976,Partial College,Skilled Manual,F,S,1,1,0,0,33375
11155,68,1,,Hunter,J,Robinson,,8356 Mori Court,,Burbank,California,United States,91502,891-555-0125,1/26/1976,Partial College,Skilled Manual,M,S,0,1,0,0,60713
11157,50,0,,Hannah,E,Long,,1832 Preston Ct.,,Tacoma,Washington,United States,98403,974-555-0177,6/11/1975,High School,Skilled Manual,F,M,1,2,0,0,45639
11158,65,0,,Jason,K,Wright,,6771 Bundros Court,,San Gabriel,California,United States,91776,694-555-0176,10/8/1975,High School,Skilled Manual,M,S,1,2,0,0,57274
11159,40,0,,Brianna,A,Hughes,,6793 Bonifacio St.,,Woodland Hills,California,United States,91364,319-555-0183,9/17/1975,High School,Skilled Manual,F,S,0,2,0,0,32033
11160,69,0,,Maurice,M,Tang,,2886 Chaparral Court,Space # 45,Concord,California,United States,94519,947-555-0172,1/8/1974,Partial College,Skilled Manual,M,S,0,1,0,0,54434
11161,44,1,,Emily,,Wood,,1562 Black Walnut,,Concord,California,United States,94519,184-555-0114,4/22/1974,Partial College,Skilled Manual,F,S,0,1,0,0,46024
11163,66,0,,Gabriel,,Wang,,8002 Crane Court,,Spring Valley,California,United States,91977,617-555-0150,12/20/1974,Partial College,Skilled Manual,M,M,1,1,0,0,56829
11164,64,1,,Devin,,Brooks,,4231 Highland Dr.,,Torrance,California,United States,90505,502-555-0138,5/5/1974,Partial College,Skilled Manual,M,S,0,1,0,0,48946
11165,52,0,,Jocelyn,,Alexander,,3376 Bank Way,,Oakland,California,United States,94611,354-555-0134,7/18/1973,Partial College,Skilled Manual,F,M,0,1,0,0,89154
